,Mean,Median,Variance,Standard Deviation
time,150.0,150.0,7475.0,86.45808232895291
cpu%,1.9428093645484945,1.4,2.293463221925434,1.5144184434711017
mem%,41.78862876254181,41.6,0.1057763013175909,0.32523268795985266
down,0.004245270693979933,0.0,0.0016389757997513196,0.04048426607648112
